HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.gid,Input.number,Input.side,Answer:TP,Answer.distro,Answer.long,Answer.medium,Answer.player,Answer.short,Approve,Reject
3QGHA0EA0IZ5Z7IT6E1LWDHQIR1BWZ,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,36U2A8VAG1YD4ZFHHV145XGFSNCYKJ,ARXQ6JB64AUJE,Submitted,Sat Apr 05 06:38:33 GMT 2014,Sat Apr 05 06:41:25 GMT 2014,Fri Apr 11 23:41:25 PDT 2014,,,,172,81% (135/166),81% (135/166),75% (89/119),2011758,Ninth,Home (left),93:15:00,"2,0,4,2,5,2,0,11,0,5,1,2,3,0","3,6","26,28",17,"8,13",x,
3J5XXLQDHLANHNEB1BHJSS00NQM3VQ,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,39ASUFLU6X6LIUXXGD4ZOOW16KTEXG,A2243K88W25QKB,Submitted,Sat Apr 05 11:20:15 GMT 2014,Sat Apr 05 11:21:26 GMT 2014,Sat Apr 12 04:21:26 PDT 2014,,,,71,92% (23/25),92% (23/25),92% (23/25),2011758,Tenth,Home (left),93:15:00,"0,2,4,3,8,2,8,5,4,0,6,3,0,0","8,10","31,42",19,"6,9",x,
3I01FDIL6L7C2OI66Q3K3WP1H5J2DG,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,3J2UYBXQQLB98PY77JWU3MHDFFI60Q,ATN5M0LQEEYGU,Submitted,Sat Apr 05 09:22:32 GMT 2014,Sat Apr 05 09:28:22 GMT 2014,Sat Apr 12 02:28:22 PDT 2014,,,,350,96% (55/57),96% (55/57),96% (55/57),2011758,Eleventh,Home (left),93:15:00,"0,8,4,1,6,1,4,9,1,6,0,2,1,2","4,6","30,37",25,"11,14",x,
38VTL6WC49C7ZWWKK5SWEO2EJ3EY5J,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,2,BatchId:1481630;,3600,604800,Wed Apr 23 17:15:26 GMT 2014,,,3E7TUJ2EGCLQPS1ZH2N123SY0FTD9G,ARXQ6JB64AUJE,Submitted,Thu Apr 10 04:14:16 GMT 2014,Thu Apr 10 04:16:21 GMT 2014,Wed Apr 16 21:16:21 PDT 2014,,,,125,81% (135/166),81% (135/166),75% (89/119),2011758,First,Away (right),93:15:00,"0,5,1,0,3,2,2,7,2,1,2,0,1,1","8,13","18,19",1,"1,1",x,
3WGCNLZJKE75D30ANM36YDFWPZ41DX,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,3TXD01ZLD4GB9O69M2HZVVL6ZDF4U5,ATN5M0LQEEYGU,Submitted,Sat Apr 05 09:01:01 GMT 2014,Sat Apr 05 09:04:48 GMT 2014,Sat Apr 12 02:04:48 PDT 2014,,,,227,96% (55/57),96% (55/57),96% (55/57),2011758,Second,Away (right),93:15:00,"8,0,2,2,4,3,4,7,0,1,1,0,1,1","5,6","25,27",2,"4,5",x,
3X4Q1O9UBGLASM612BYVAHI8WZC7OY,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,3HVVDCPGTERC7I54B4FW6O3BB09TYQ,ARXQ6JB64AUJE,Submitted,Sat Apr 05 11:27:34 GMT 2014,Sat Apr 05 11:29:19 GMT 2014,Sat Apr 12 04:29:19 PDT 2014,,,,105,81% (135/166),81% (135/166),75% (89/119),2011758,Third,Away (right),82:36:00,"1,0,0,1,5,4,2,1,2,3,1,0,2,0","2,3","14,24",7,"6,8",x,
3B6F54KMR1BBFSJSKCYVTC1WQ2ES1I,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,3TPWUS5F890RWW8TAH2IWHIRC6VCWD,A2HREHCX83B8NF,Submitted,Sat Apr 05 02:02:20 GMT 2014,Sat Apr 05 02:05:35 GMT 2014,Fri Apr 11 19:05:35 PDT 2014,,,,195,78% (14/18),78% (14/18),78% (14/18),2011758,Fourth,Away (right),66:11:00,"0,1,2,0,3,5,7,0,3,0,4,0,0,0","4,7","12,17",11,"9,13",x,
36818Z1KV2C3PZBDQGQNW5MN2GMA3X,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,3J4Q2Z4UTY2VQXICFZ3DGM78GL4QW4,ARXQ6JB64AUJE,Submitted,Sat Apr 05 06:44:43 GMT 2014,Sat Apr 05 06:47:17 GMT 2014,Fri Apr 11 23:47:17 PDT 2014,,,,154,81% (135/166),81% (135/166),75% (89/119),2011758,Fifth,Away (right),93:15:00,"0,1,6,3,0,6,6,7,5,6,8,1,0,1","11,17","30,35",14,"9,11",x,
3R16PJFTS2QUJ8332L8V0OHPLSBK46,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,36W0OB37HWDM7ZOE7W0Q6C9P60JHZW,A2243K88W25QKB,Submitted,Sat Apr 05 11:22:31 GMT 2014,Sat Apr 05 11:24:10 GMT 2014,Sat Apr 12 04:24:10 PDT 2014,,,,99,92% (23/25),92% (23/25),92% (23/25),2011758,Sixth,Away (right),66:14:00,"0,2,5,6,7,0,4,2,7,2,5,0,0,0","7,8","28,33",16,"5,5",x,
3YLPJ8OXX7C0382A14NKQIPRH1R4XG,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,3OF2M9AATGND9PPMDH3NJ4PHYHIKZY,ARXQ6JB64AUJE,Submitted,Sat Apr 05 07:42:20 GMT 2014,Sat Apr 05 07:44:22 GMT 2014,Sat Apr 12 00:44:22 PDT 2014,,,,122,81% (135/166),81% (135/166),75% (89/119),2011758,Seventh,Away (right),93:15:00,"2,5,6,2,7,1,0,9,0,8,4,0,0,0","6,7","29,33",21,"9,10",x,
3RKHNXPHGVVT06XIHRZDDSFJK5ZUK3,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,36DSNE9QZ5X6Z15XTNSU2RI0ZO5OJR,A2HREHCX83B8NF,Submitted,Sat Apr 05 02:13:12 GMT 2014,Sat Apr 05 02:16:18 GMT 2014,Fri Apr 11 19:16:18 PDT 2014,,,,186,78% (14/18),78% (14/18),78% (14/18),2011758,Eighth,Away (right),93:15:00,"2,7,2,2,5,2,3,0,3,6,1,0,0,1","6,11","27,32",22,"1,2",x,
3HY86PZXPXHA59EAJHEQ4VXHPB51EQ,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:41 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:41 GMT 2014,,,3WOKGM4L71FZXV4B7FIOKM340F6O0R,A3O8YXPG1HGUH0,Submitted,Sat Apr 05 05:57:45 GMT 2014,Sat Apr 05 05:59:29 GMT 2014,Fri Apr 11 22:59:29 PDT 2014,,,,104,100% (8/8),100% (8/8),100% (8/8),2011758,Ninth,Away (right),93:15:00,"0,0,2,5,1,4,1,2,0,3,1,0,2,0","2,2","9,17",29,"10,13",x,
3ZURAPD287M2BNE6ESYWMDIH1CK1F8,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:42 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:42 GMT 2014,,,34MAJL3QP4MRAUTQ7ILY8MV6M0Y430,ATN5M0LQEEYGU,Submitted,Sat Apr 05 11:12:38 GMT 2014,Sat Apr 05 11:14:45 GMT 2014,Sat Apr 12 04:14:45 PDT 2014,,,,127,96% (55/57),96% (55/57),96% (55/57),2011758,Tenth,Away (right),93:15:00,"1,0,2,3,4,3,6,2,5,0,0,1,1,0","2,7","21,26",77,"5,8",x,
3421H3BM99G05U3X1V4AGHSSSVP9JS,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:42 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:42 GMT 2014,,,3DEL4X4EL6KJOZEOGEGTVROHOWMXY2,A9TF8BBJ4KOPY,Submitted,Sat Apr 05 03:39:18 GMT 2014,Sat Apr 05 03:41:39 GMT 2014,Fri Apr 11 20:41:39 PDT 2014,,,,141,70% (7/10),70% (7/10),70% (7/10),2011758,Eleventh,Away (right),93:15:00,"0,2,2,3,10,4,1,1,6,2,0,0,4,0","5,11","23,28",88,"7,8",x,
3T6EIBTM9KN39KAYZV5XJD0T8QEAAT,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:56 GMT 2014,2,BatchId:1481630;,3600,604800,Sat Apr 19 09:48:29 GMT 2014,,,3C5W7UE9CFPJUIPAXBSI1W1AFREXMS,ATN5M0LQEEYGU,Submitted,Tue Apr 08 08:48:25 GMT 2014,Tue Apr 08 08:50:02 GMT 2014,Tue Apr 15 01:50:02 PDT 2014,,,,97,96% (55/57),96% (55/57),96% (55/57),2011751,First,Home (left),93:56:00,"0,4,1,0,2,2,1,4,0,0,1,0,0,0","8,13","6,6",33,"1,1",x,
3M67TQBQQGNP410T7PRXNIP928WA9E,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:56 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:56 GMT 2014,,,3DH6GAKTYYO8TUE3HW4ESC4SWWHZYY,A2HREHCX83B8NF,Submitted,Sat Apr 05 02:29:24 GMT 2014,Sat Apr 05 02:34:51 GMT 2014,Fri Apr 11 19:34:51 PDT 2014,,,,327,78% (14/18),78% (14/18),78% (14/18),2011751,Second,Home (left),93:56:00,"3,0,8,17,2,9,14,1,1,5,9,3,1,2","5,10","51,67",6,"19,22",x,
3DTJ4WT8BCE705ZIRSNIWPHT2QIEZS,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:56 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:56 GMT 2014,,,3X31TUMD7XLRYZMWQ66W6AIKA2D1LW,A2BKNL5H4WBQT9,Submitted,Sat Apr 05 09:55:06 GMT 2014,Sat Apr 05 09:56:19 GMT 2014,Sat Apr 12 02:56:19 PDT 2014,,,,73,95% (37/39),95% (37/39),95% (37/39),2011751,Third,Home (left),67:01:00,"0,6,0,3,1,6,0,5,2,3,4,0,0,0","3,3","15,19",9,"12,16",x,
3KLL7H3EGC02BVLAGW6LWM1A6V4HVB,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:56 GMT 2014,2,BatchId:1481630;,3600,604800,Wed Apr 23 01:18:00 GMT 2014,,,3QAVNHZ3EM3NSNZWMPZPHBBNE36ALU,ARXQ6JB64AUJE,Submitted,Wed Apr 09 05:23:54 GMT 2014,Wed Apr 09 05:26:44 GMT 2014,Tue Apr 15 22:26:44 PDT 2014,,,,170,81% (135/166),81% (135/166),75% (89/119),2011751,Fourth,Home (left),93:56:00,"1,17,3,0,6,7,1,6,1,3,6,0,0,0","7,11","29,44",10,"15,16",x,
3E9ZFLPWOXRUBF1PMTPOKJZAMJRXIN,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:57 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:57 GMT 2014,,,32KTQ2V7RDETTM7CUVM4LTFS8JO9MC,ATN5M0LQEEYGU,Submitted,Sat Apr 05 07:22:12 GMT 2014,Sat Apr 05 07:24:22 GMT 2014,Sat Apr 12 00:24:22 PDT 2014,,,,130,96% (55/57),96% (55/57),96% (55/57),2011751,Fifth,Home (left),93:56:00,"0,1,5,2,0,2,2,2,0,1,2,0,0,3","3,3","13,16",17,"4,10",x,
3LOJFQ4BOWE7J4MWVW9O3SBVY54KDJ,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:57 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:57 GMT 2014,,,3KJYX6QCM9A1PLEUUZE8XJC8VHFVJD,A2BKNL5H4WBQT9,Submitted,Sat Apr 05 10:14:02 GMT 2014,Sat Apr 05 10:15:20 GMT 2014,Sat Apr 12 03:15:20 PDT 2014,,,,78,95% (37/39),95% (37/39),95% (37/39),2011751,Sixth,Home (left),93:56:00,"0,12,6,12,0,0,2,13,3,3,3,3,1,1","11,13","44,54",20,"4,7",x,
3EN4YVUOUBRQ6QLV4BAOWKEAZYGXJZ,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:57 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:57 GMT 2014,,,3YDTZAI2WXFV0RFBKE7FKTG9OGH415,ARXQ6JB64AUJE,Submitted,Sat Apr 05 08:40:14 GMT 2014,Sat Apr 05 08:42:24 GMT 2014,Sat Apr 12 01:42:24 PDT 2014,,,,130,81% (135/166),81% (135/166),75% (89/119),2011751,Seventh,Home (left),93:56:00,"2,13,1,4,0,5,0,1,2,8,5,4,1,1","5,6","38,41",26,"4,8",x,
