HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.gid,Input.number,Input.side,Answer.TP,Answer.distro,Answer.long,Answer.medium,Answer.player,Answer.short,Approve,Reject
3MIVREZQVGX18DQ10IF83RIUITFQKZ,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:54 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:54 GMT 2014,,,3F1567XTNW4KE154MOTL22ZXJ369QN,A9FFF0ZDBFB3B,Submitted,Tue Apr 15 07:39:59 GMT 2014,Tue Apr 15 08:12:04 GMT 2014,Thu May 15 01:12:04 PDT 2014,,,,1925,100% (52/52),100% (52/52),100% (37/37),2011840,Eighth,Home (left),94:00:00,"0,10,8,3,3,9,1,0,3,11,4,2,6,0","6,8","41,52",17,"13,17",x,
3R15W654VCSCSJ8JLIR9IRV97TKQL2,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:54 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:54 GMT 2014,,,3WEV0KO0OMR8U7XYQ8NSJYXOSC7DSY,A2C6OA2H4BQJSS,Submitted,Tue Apr 15 07:48:15 GMT 2014,Tue Apr 15 07:49:41 GMT 2014,Thu May 15 00:49:41 PDT 2014,,,,86,76% (13/17),76% (13/17),91% (10/11),2011840,Ninth,Home (left),94:00:00,"0,0,3,0,1,1,2,3,0,1,1,0,0,1","0,0","6,10",19,"7,13",x,
3N7PQ0KLI4O6FCSP6LS9SOCEO46E31,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:54 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:54 GMT 2014,,,3SPJ0334212ITF9ZZA1S4IG2EHZJYV,A3683MQHQTG64Z,Submitted,Tue Apr 15 07:19:35 GMT 2014,Tue Apr 15 07:20:44 GMT 2014,Thu May 15 00:20:44 PDT 2014,,,,69,40% (27/67),40% (27/67),67% (20/30),2011840,Tenth,Home (left),79:06:00,"0,7,4,2,4,4,5,11,3,0,1,1,1,0","6,6","21,32",22,"16,19",x,
3INZSNUD8ZPN2835RZIZDJXFOKED9N,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:54 GMT 2014,2,BatchId:1494745;,3600,2592000,Mon May 19 21:10:41 GMT 2014,,,3LJ7UR74RHCYEYM0P15DH0TCS7XN4O,A2BKNL5H4WBQT9,Submitted,Sun Apr 20 03:09:11 GMT 2014,Sun Apr 20 03:11:08 GMT 2014,Mon May 19 20:11:08 PDT 2014,,,,117,98% (321/327),98% (321/327),100% (169/169),2011840,Eleventh,Home (left),94:00:00,"1,5,30,22,13,1,9,8,1,0,0,1,0,0","8,9","72,73",26,"11,12",x,
338GLSUI42A257D0RBDGIE5QSLJFSB,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:54 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:54 GMT 2014,,,3A7Y0R2P2ONTTAJPUEFQL49TCB5XJ3,A2D0S5KYYLWGZ8,Submitted,Tue Apr 15 07:25:08 GMT 2014,Tue Apr 15 07:28:09 GMT 2014,Thu May 15 00:28:09 PDT 2014,,,,181,0% (0/0),0% (0/0),0% (0/0),2011840,First,Away (right),94:00:00,"0,0,1,3,0,0,0,1,1,0,3,0,0,0","6,23","3,5",12,"0,1",x,
3PN6H8C9R3P17RDAJ5WZ9E8ZU2WDA2,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:54 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:54 GMT 2014,,,3LQ8PUHQFLR0C9Z47SC46H6ZB6XIHJ,A9FFF0ZDBFB3B,Submitted,Tue Apr 15 07:47:49 GMT 2014,Tue Apr 15 08:42:30 GMT 2014,Thu May 15 01:42:30 PDT 2014,,,,3281,100% (52/52),100% (52/52),100% (37/37),2011840,Second,Away (right),94:00:00,"0,0,3,4,4,3,4,0,1,1,2,2,0,1","1,4","16,24",4,"8,9",x,
3M67TQBQQGNP410T7PRXNIP93HHA9I,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:54 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:54 GMT 2014,,,3YGXWBAF70GFNUP90BWZ1PZ0TWRC4P,A323DK99JBOVAY,Submitted,Tue Apr 15 07:27:37 GMT 2014,Tue Apr 15 07:28:56 GMT 2014,Thu May 15 00:28:56 PDT 2014,,,,79,98% (86/88),98% (86/88),100% (59/59),2011840,Third,Away (right),63:21:00,"1,1,0,5,0,3,2,3,5,0,3,1,0,0","0,2","12,17",5,"12,15",x,
3PKJ68EHDMVTK0LGZ7S2TYQGCHKJHY,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:54 GMT 2014,2,BatchId:1494745;,3600,2592000,Sat May 31 00:56:30 GMT 2014,,,39L1G8WVWQQAIVW7K02WAOO3CS331R,A2BKNL5H4WBQT9,Submitted,Thu May 01 05:11:46 GMT 2014,Thu May 01 05:14:15 GMT 2014,Fri May 30 22:14:15 PDT 2014,,,,149,98% (321/327),98% (321/327),100% (169/169),2011840,Fourth,Away (right),94:00:00,"0,8,0,0,0,8,1,8,5,0,7,1,0,0","4,9","28,34",6,"6,7",x,
3H4IKZHALAHHDMYCH3F7RP4T7DXNNE,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:54 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:54 GMT 2014,,,3X1FV8S5JXQRYJOTMTT506KS48GGVF,A9FFF0ZDBFB3B,Submitted,Tue Apr 15 07:11:03 GMT 2014,Tue Apr 15 07:14:50 GMT 2014,Thu May 15 00:14:50 PDT 2014,,,,227,100% (52/52),100% (52/52),100% (37/37),2011840,Fifth,Away (right),94:00:00,"0,1,0,1,0,1,1,0,2,1,3,0,1,0","1,5","6,16",7,"4,10",x,
3YOAVL4CAZGP832P2MB5N352QAA4ZH,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:55 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:55 GMT 2014,,,3FIJLY1B6U38FZV2PXEOCTVYH5EPF3,A2C6OA2H4BQJSS,Submitted,Tue Apr 15 07:08:59 GMT 2014,Tue Apr 15 07:10:41 GMT 2014,Thu May 15 00:10:41 PDT 2014,,,,102,76% (13/17),76% (13/17),91% (10/11),2011840,Sixth,Away (right),94:00:00,"0,2,10,6,2,0,0,10,1,0,10,4,1,0","1,3","28,37",14,"17,20",x,
31MCUE39BJL4ZQOGCGIXSRXQ1KL3G7,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:55 GMT 2014,2,BatchId:1494745;,3600,2592000,Mon May 19 21:10:40 GMT 2014,,,3WT783CTPBGZ8TAIFQ6M93563V0CB1,A2BKNL5H4WBQT9,Submitted,Sun Apr 20 03:11:09 GMT 2014,Sun Apr 20 03:13:03 GMT 2014,Mon May 19 20:13:03 PDT 2014,,,,114,98% (321/327),98% (321/327),100% (169/169),2011840,Seventh,Away (right),94:00:00,"6,1,2,3,1,1,0,1,3,2,0,0,0,0","3,4","11,23",17,"6,12",x,
3Z3R5YC0P2M3K7QFGBI6SJ1CU4XFT0,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:55 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:55 GMT 2014,,,3VW6495TLJZ8O44YLA2VE5VQRL8YY4,A2C6OA2H4BQJSS,Submitted,Tue Apr 15 07:51:28 GMT 2014,Tue Apr 15 07:52:38 GMT 2014,Thu May 15 00:52:38 PDT 2014,,,,70,76% (13/17),76% (13/17),91% (10/11),2011840,Eighth,Away (right),94:00:00,"0,0,1,3,2,8,0,0,1,1,6,1,0,1","1,3","10,20",22,"13,16",x,
3DW3BNF1GGH9IKKHDSCFJ98B4L18VT,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:55 GMT 2014,2,BatchId:1494745;,3600,2592000,Sat May 24 22:31:23 GMT 2014,,,3CN4LGXD5XNSQXQEW3EOYGRJWZHY4L,APHW8H67VQHIR,Submitted,Fri Apr 25 00:10:31 GMT 2014,Fri Apr 25 00:14:05 GMT 2014,Sat May 24 17:14:05 PDT 2014,,,,214,100% (4/4),100% (4/4),100% (4/4),2011840,Ninth,Away (right),60:04:00,"0,0,2,2,4,5,4,0,0,4,1,0,0,0","1,1","11,17",23,"10,12",x,
3KI0JD2ZU0HK3G0X2FC1THWHC8467D,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:55 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:55 GMT 2014,,,3COPXFW7XBBJVLNGQ85LS6N3P1WKP1,A35FOJ3K98V4DL,Submitted,Tue Apr 15 07:33:25 GMT 2014,Tue Apr 15 08:17:28 GMT 2014,Thu May 15 01:17:28 PDT 2014,,,,2643,92% (70/76),87% (33/38),95% (18/19),2011840,Tenth,Away (right),70:27:00,"0,0,1,0,1,0,0,0,0,0,2,1,0,0","0,1","2,4",35,"3,3",x,
3T6EIBTM9KN39KAYZV5XJD0T9ZZAAX,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:55 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:55 GMT 2014,,,33LKR6A5KEJFHCU1ZF8NS1S15YH1TK,A1PSRI5N76JTAN,Submitted,Tue Apr 15 07:35:13 GMT 2014,Tue Apr 15 07:37:31 GMT 2014,Thu May 15 00:37:31 PDT 2014,,,,138,100% (32/32),100% (32/32),100% (27/27),2011840,Eleventh,Away (right),94:00:00,"0,0,3,4,1,6,1,5,3,1,0,3,1,2","0,4","19,29",80,"11,16",x,
31JUPBOORM36MF8NZOA9W0A9DNZ8LA,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:45 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:45 GMT 2014,,,3UOUJI6MTDD27QUJ6DJ4S6I4TR5UXY,A9FFF0ZDBFB3B,Submitted,Tue Apr 15 08:48:22 GMT 2014,Tue Apr 15 09:05:09 GMT 2014,Thu May 15 02:05:09 PDT 2014,,,,1007,100% (52/52),100% (52/52),100% (37/37),2011836,First,Home (left),93:24:00,"0,4,6,1,0,9,2,3,2,1,5,0,0","6,11","24,24",1,"3,4",x,
3QO7EE372NM0FAM7U52F4OZ4VZ6QBF,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:45 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:45 GMT 2014,,,345LHZDEDXRQRSN5MOCGLQT0MW2U3W,A3683MQHQTG64Z,Submitted,Tue Apr 15 07:12:33 GMT 2014,Tue Apr 15 07:13:41 GMT 2014,Thu May 15 00:13:41 PDT 2014,,,,68,40% (27/67),40% (27/67),67% (20/30),2011836,Second,Home (left),93:24:00,"4,0,9,2,1,3,4,5,0,8,13,2,0","3,4","29,38",4,"19,23",x,
3OWZNK3RYKOYJQTSSLT9DWTP4EYU2L,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:45 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:45 GMT 2014,,,30BXRYBRP4WID4J9W9GJ78F7QHVWH4,A3MVBQPDSTIDA8,Submitted,Tue Apr 15 06:54:19 GMT 2014,Tue Apr 15 06:56:10 GMT 2014,Wed May 14 23:56:10 PDT 2014,,,,111,94% (72/77),94% (72/77),100% (48/48),2011836,Third,Home (left),93:24:00,"5,8,0,4,2,13,5,7,2,9,10,3,0","8,9","49,53",6,"11,16",x,
3XDSWAMB21RJPFED85YAF85MDK6QCM,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:45 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:45 GMT 2014,,,3B837J3LDOV2VHG389ICONES7DXSRI,A1VY481LK5QTO7,Submitted,Tue Apr 15 07:31:09 GMT 2014,Tue Apr 15 07:32:42 GMT 2014,Thu May 15 00:32:42 PDT 2014,,,,93,97% (56/58),97% (56/58),100% (44/44),2011836,Fourth,Home (left),93:24:00,"0,2,1,0,1,1,7,2,10,3,4,3,0","3,6","15,28",7,"16,29",x,
3KTZHH2ONHEQSXQ8Z0BOWDPYDSP8MC,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:45 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:45 GMT 2014,,,3P4RDNWND55W3FUUVSFPIUMEOY1IJO,A9FFF0ZDBFB3B,Submitted,Tue Apr 15 07:47:58 GMT 2014,Tue Apr 15 08:44:21 GMT 2014,Thu May 15 01:44:21 PDT 2014,,,,3383,100% (52/52),100% (52/52),100% (37/37),2011836,Fifth,Home (left),93:24:00,"0,1,1,1,0,2,1,1,1,0,1,0,0","2,2","6,8",11,"1,3",x,
37SQU136V6NBL8KY7TJBXBEN1BO11D,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:10:45 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:10:45 GMT 2014,,,37U1UTWH9VLKCX1UUBC77WERVJQR8H,A3683MQHQTG64Z,Submitted,Tue Apr 15 06:58:43 GMT 2014,Tue Apr 15 06:59:52 GMT 2014,Wed May 14 23:59:52 PDT 2014,,,,69,40% (27/67),40% (27/67),67% (20/30),2011836,Sixth,Home (left),93:24:00,"8,1,13,3,2,0,2,4,11,14,9,0,2","5,7","50,59",14,"14,16",x,
