HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.gid,Input.number,Input.side,Answer:TP,"Answer,distro",Answer.long,"Answer,medium",Answer.player,"Answer,short",,
36KM3FWE3QBPP5EI0QWKKGMQYWV707,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:52 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:52 GMT 2014,,,3QFUFYSY9YEMQ69JRDM09VK3PVZF4Q,ATN5M0LQEEYGU,Submitted,Tue Apr 08 10:01:43 GMT 2014,Tue Apr 08 10:03:38 GMT 2014,Tue Apr 15 03:03:38 PDT 2014,,,,115,95% (41/43),95% (41/43),95% (41/43),2011739,Eleventh,Away (right),96:09:00,"2,7,0,1,2,3,5,2,3,7,0,0,0,0","3,9","20,28",30,"9,13",,
3PIOQ99R7XLU8CILE4RT5KWNE04UN8,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:49 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:49 GMT 2014,,,3137ONMDKG4AW827R34V02W63UWGEP,A2243K88W25QKB,Submitted,Sat Apr 05 11:10:28 GMT 2014,Sat Apr 05 11:12:01 GMT 2014,Sat Apr 12 04:12:01 PDT 2014,,,,93,88% (14/16),88% (14/16),88% (14/16),2011739,Second,Home (left),96:09:00,"0,0,0,5,2,2,2,3,0,1,1,5,0,1","1,1","13,21",2,"8,20",,
3VO4XFFP14LDDYJHHOQZZMD8B0U7Q6,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:49 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:49 GMT 2014,,,3HYA4D452RICNSUWNZ3CGGN55C42F8,A3SDTZGK1I0Z10,Submitted,Sat Apr 05 09:24:42 GMT 2014,Sat Apr 05 09:27:37 GMT 2014,Sat Apr 12 02:27:37 PDT 2014,,,,175,56% (15/27),56% (15/27),56% (15/27),2011739,Third,Home (left),96:09:00,"9,1,0,2,8,6,12,1,12,5,4,2,0,0","7,9","52,61",4,"3,5",,
3IZVJEBJ69J3NQ63LA4KK1PGLSU6ZZ,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:49 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:49 GMT 2014,,,3C8HJ7UOP7T8ZDPPYTG3YHHLNMIMZA,ATN5M0LQEEYGU,Submitted,Sat Apr 05 11:16:55 GMT 2014,Sat Apr 05 11:19:22 GMT 2014,Sat Apr 12 04:19:22 PDT 2014,,,,147,95% (41/43),95% (41/43),95% (41/43),2011739,Fourth,Home (left),96:09:00,"2,20,1,0,2,4,2,1,0,6,0,2,0,2","2,5","28,39",6,"12,19",,
3RHLQY6EDS3M52XTA4M8WBMZ1JFD4N,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:49 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:49 GMT 2014,,,38SKSKU7R1W2Y5IUYDR2Y9Z6R4NIL4,A3SDTZGK1I0Z10,Submitted,Sat Apr 05 09:38:45 GMT 2014,Sat Apr 05 09:40:53 GMT 2014,Sat Apr 12 02:40:53 PDT 2014,,,,128,56% (15/27),56% (15/27),56% (15/27),2011739,Fifth,Home (left),96:09:00,"0,1,10,4,0,2,6,0,7,3,3,4,0,4","4,7","29,36",7,"11,14",,
33K3E8REWVU1M9PCD7DX7U5WJNMX8F,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:50 GMT 2014,2,BatchId:1481630;,3600,604800,Sun Apr 20 21:22:57 GMT 2014,,,3MD9PLUKKIDEHVAPAUV3BW6LSHNNZG,ATN5M0LQEEYGU,Submitted,Tue Apr 08 09:45:15 GMT 2014,Tue Apr 08 09:47:09 GMT 2014,Tue Apr 15 02:47:09 PDT 2014,,,,114,95% (41/43),95% (41/43),95% (41/43),2011739,Sixth,Home (left),96:09:00,"0,1,1,4,0,0,1,1,4,5,1,0,0,0","1,2","9,20",11,"8,15",,
3V0TR1NRV91O7VUHQUV66AETGGIA4I,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:49 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:49 GMT 2014,,,39LNWE0K4UV5HV5O7RJ3PWVP4VCIUU,A2BKNL5H4WBQT9,Submitted,Sat Apr 05 06:26:56 GMT 2014,Sat Apr 05 06:28:24 GMT 2014,Fri Apr 11 23:28:24 PDT 2014,,,,88,93% (25/27),93% (25/27),93% (25/27),2011739,First,Home (left),96:09:00,"0,0,11,2,1,2,10,1,2,1,1,0,0,0","6,10","24,25",12,"1,1",,
33BFF6QPI0A0WCEGRLMFEUJEUZO3W0,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:50 GMT 2014,2,BatchId:1481630;,3600,604800,Sat Apr 19 09:44:31 GMT 2014,,,3OUYGIZWR7XHIVGCMFV39M8UAKB0PT,A2243K88W25QKB,Submitted,Sat Apr 05 11:47:38 GMT 2014,Sat Apr 05 11:48:50 GMT 2014,Sat Apr 12 04:48:50 PDT 2014,,,,72,88% (14/16),88% (14/16),88% (14/16),2011739,Seventh,Home (left),96:09:00,"8,7,7,5,6,3,0,4,1,12,2,4,0,2","16,20","41,44",13,"4,4",,
386659BNTKGBEJZGBAFBJ6VDVAW014,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:50 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:50 GMT 2014,,,3WT783CTPBGZ8TAIFQ6M935625SCBC,ATN5M0LQEEYGU,Submitted,Sat Apr 05 11:28:03 GMT 2014,Sat Apr 05 11:30:10 GMT 2014,Sat Apr 12 04:30:10 PDT 2014,,,,127,95% (41/43),95% (41/43),95% (41/43),2011739,Eighth,Home (left),62:51:00,"0,2,1,1,1,5,1,0,1,4,2,0,0,0","2,3","11,15",17,"5,10",,
3NSCTNUR2YM63EYH4ZEGB2K7GCDA5N,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:50 GMT 2014,2,BatchId:1481630;,3600,604800,Sun Apr 20 21:27:04 GMT 2014,,,3JNQLM5FT4LYNK4S9A6ABTSP2DO2LL,ATN5M0LQEEYGU,Submitted,Tue Apr 08 09:49:06 GMT 2014,Tue Apr 08 09:51:12 GMT 2014,Tue Apr 15 02:51:12 PDT 2014,,,,126,95% (41/43),95% (41/43),95% (41/43),2011739,Ninth,Home (left),96:09:00,"0,2,8,2,6,6,1,5,0,1,8,4,0,0","2,5","22,35",19,"19,26",,
37G6BXQPLPKYMDYR4W455W5PXNXEQY,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:50 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:50 GMT 2014,,,3X65QVEQI0MBL2WU63VGN61BEZ2CLV,A122JE350RXCLB,Submitted,Sat Apr 05 08:12:13 GMT 2014,Sat Apr 05 08:16:00 GMT 2014,Sat Apr 12 01:16:00 PDT 2014,,,,227,32% (6/19),32% (6/19),32% (6/19),2011739,Tenth,Home (left),83:08:00,"1,1,5,6,3,5,12,4,1,0,1,1,0,0","6,12","25,31",20,"9,16",,
3UEDKCTP9UPR2VLM4J62301ZD3M7KH,3MCSZWKJ0Y6QIMTE7S19DNYYXHR610,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.05 ,Tue Apr 15 02:09:41 GMT 2014,1,BatchId:1494745;,3600,2592000,Thu May 15 02:09:41 GMT 2014,,,3TPZPLC3M0BDZNF952DMBK61EE1P3K,A2FZ0NKYENK8UN,Submitted,Tue Apr 15 02:13:41 GMT 2014,Tue Apr 15 02:18:45 GMT 2014,Wed May 14 19:18:45 PDT 2014,,,,304,0% (0/4),0% (0/4),0% (0/3),2011739,Eleventh,Home (left),71:14:00,"1,0,1,1,5,2,0,6,6,1,0,0,0,0","1,2","11,18",90,"11,13",,
3UUSLRKAUK2JOPFCC2KFZN69SL5D77,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:53 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:53 GMT 2014,,,3KRVW3HTZNKBY13B31MV2OKI07FSM8,ARXQ6JB64AUJE,Submitted,Sat Apr 05 09:17:54 GMT 2014,Sat Apr 05 09:21:29 GMT 2014,Sat Apr 12 02:21:29 PDT 2014,,,,215,75% (46/61),75% (46/61),7% (1/15),2011740,First,Away (right),94:21:00,"0,7,2,0,8,1,2,2,1,1,2,0,0,2","15,26","12,12",1,"1,1",,
3DQYSJDTYKAIVAZ3QAZXZ41IUQKEXV,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:53 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:53 GMT 2014,,,3PPTZCWALQJZKSNHQMNKFQ1QXMJQZ3,A3KQFVZH19T2IT,Submitted,Fri Apr 04 20:37:30 GMT 2014,Fri Apr 04 20:38:27 GMT 2014,Fri Apr 11 13:38:27 PDT 2014,,,,57,0% (0/0),0% (0/0),0% (0/0),2011740,Second,Away (right),94:21:00,"13,0,0,0,8,6,6,1,6,0,6,0,0,0","11,12","34,35",5,"1,2",,
32ZCLEW0BYJLXHJ4IK0727S7XZ7PJ3,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:54 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:54 GMT 2014,,,358010RM5ES2K5JJB3T9OSKN6FQVXX,ARXQ6JB64AUJE,Submitted,Sat Apr 05 07:09:04 GMT 2014,Sat Apr 05 07:11:15 GMT 2014,Sat Apr 12 00:11:15 PDT 2014,,,,131,75% (46/61),75% (46/61),7% (1/15),2011740,Third,Away (right),85:41:00,"0,1,0,1,3,0,4,3,1,3,0,0,0,0","4,6","8,12",14,"4,6",,
301KG0KX9BKTE4N8SMMAUH4Z9XC2HP,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:54 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:54 GMT 2014,,,3LQ8PUHQFLR0C9Z47SC46H6ZANBIHU,ATN5M0LQEEYGU,Submitted,Sat Apr 05 07:16:47 GMT 2014,Sat Apr 05 07:19:38 GMT 2014,Sat Apr 12 00:19:38 PDT 2014,,,,171,0% (0/0),0% (0/0),0% (0/0),2011740,Fourth,Away (right),94:21:00,"3,1,0,0,4,0,8,2,3,0,1,1,0,1","3,4","14,25",15,"7,9",,
39KV3A5D176PQEYU9SF4UMS9TOF7SV,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:54 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:54 GMT 2014,,,3PQMUDRV7R5084AODAUP6T7EA0TIIQ,A3SDTZGK1I0Z10,Submitted,Sat Apr 05 09:34:23 GMT 2014,Sat Apr 05 09:36:27 GMT 2014,Sat Apr 12 02:36:27 PDT 2014,,,,124,0% (0/1),0% (0/1),0% (0/1),2011740,Fifth,Away (right),94:21:00,"6,8,4,1,0,0,6,4,3,3,6,1,0,1","12,20","27,32",16,"4,5",,
3IVEC1GSLOYIGP02XIPH1BA9UJ11JB,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:54 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:54 GMT 2014,,,3PH3VY7DJLW44PJ32VMQ7FJCLORZW9,A2BKNL5H4WBQT9,Submitted,Sat Apr 05 08:45:48 GMT 2014,Sat Apr 05 08:47:44 GMT 2014,Sat Apr 12 01:47:44 PDT 2014,,,,116,0% (0/1),0% (0/1),0% (0/1),2011740,Sixth,Away (right),94:21:00,"0,5,0,1,4,0,0,2,1,0,2,0,0,0","3,5","9,13",19,"3,5",,
3QI9WAYOGPA6MEKPQIACO8SDYDUS6G,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:54 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:54 GMT 2014,,,3ATPCQ38J897SM6V54OFBJDJNBKAYI,ATN5M0LQEEYGU,Submitted,Sat Apr 05 06:58:31 GMT 2014,Sat Apr 05 07:00:42 GMT 2014,Sat Apr 12 00:00:42 PDT 2014,,,,131,0% (0/0),0% (0/0),0% (0/0),2011740,Seventh,Away (right),94:21:00,"1,7,3,3,3,0,0,5,3,2,8,0,0,1","8,11","20,24",20,"8,11",,
36QZ6V1588CROPAQM08F4E6T1ZCUSK,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:54 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:54 GMT 2014,,,32SCWG5HIH3CW62RO4BKINILNNPP6B,A3O8YXPG1HGUH0,Submitted,Sat Apr 05 06:03:14 GMT 2014,Sat Apr 05 06:04:30 GMT 2014,Fri Apr 11 23:04:30 PDT 2014,,,,76,0% (0/0),0% (0/0),0% (0/0),2011740,Eighth,Away (right),94:21:00,"0,3,5,1,4,4,5,0,2,0,2,0,0,1","2,4","20,28",21,"5,6",,
389A2A304NHV1M9ER74V02E4Z7MC05,3LF081349XDS00TOYP4QOECAIPT0MU,Extract UEFA Champions League passing distribution data,UEFA publishes data on number of passes between players in each Champions League game. I would like data to be extracted from these PDF files.,"data collection, soccer, football, sports, transcribe, extract, transcription, numbers, easy, categorize",$0.04 ,Fri Apr 04 20:30:54 GMT 2014,1,BatchId:1481630;,3600,604800,Fri Apr 18 20:30:54 GMT 2014,,,3NQL1CS15R7RKA9TGZFB76RW8KUVYB,A3KQFVZH19T2IT,Submitted,Fri Apr 04 20:42:13 GMT 2014,Fri Apr 04 20:42:52 GMT 2014,Fri Apr 11 13:42:52 PDT 2014,,,,39,0% (0/0),0% (0/0),0% (0/0),2011740,Ninth,Away (right),89:09:00,"0,1,2,0,1,0,0,8,0,3,5,0,0,1","1,4","12,14",22,"8,10",,
